userid,inherent_interest
700,4.173913043478261
701,3.933333333333333
702,4.2727272727272725
703,4.541176470588235
704,4.725
705,4.5
706,3.8181818181818183
707,4.314285714285714
708,3.5166666666666666
709,4.170212765957447
710,4.857142857142857
711,3.8421052631578947
712,4.529411764705882
713,4.066666666666666
714,3.9957627118644066
715,4.428571428571429
716,4.666666666666667
717,4.25
718,3.838709677419355
719,4.016666666666667
720,4.625
721,4.156626506024097
722,4.6875
723,4.32
724,3.520661157024793
725,4.3
726,4.105691056910569
727,3.661064425770308
728,4.142857142857143
729,4.2
730,3.857142857142857
731,4.0476190476190474
732,4.285714285714286
733,4.357142857142857
734,3.7777777777777777
735,4.314285714285714
736,3.711340206185567
737,4.324324324324325
738,4.0
739,4.255813953488372
740,4.006578947368421
741,4.310344827586207
742,4.197841726618705
743,4.071428571428571
744,4.578947368421052
745,4.230769230769231
746,4.2714776632302405
747,4.0625
748,4.888888888888889
749,4.285714285714286
750,4.571428571428571
751,2.847736625514403
752,4.464285714285714
753,4.122448979591836
754,2.756880733944954
755,4.006711409395973
756,4.8
757,4.290909090909091
758,4.444444444444445
759,3.888888888888889
760,3.9583333333333335
761,4.364864864864865
762,4.571428571428571
763,4.233333333333333
764,4.630769230769231
765,4.224
766,3.8308823529411766
767,4.1568627450980395
768,4.2
769,4.4
770,4.324675324675325
771,3.9
772,4.6938775510204085
773,4.1875
774,4.066666666666666
775,3.8205128205128207
776,4.026785714285714
777,4.185483870967742
778,4.096774193548387
779,4.083333333333333
780,4.425
781,4.181818181818182
782,4.111111111111111
783,4.888888888888889
784,4.0
785,4.176470588235294
786,4.855263157894737
787,4.048387096774194
788,4.363636363636363
789,4.336734693877551
790,3.8660714285714284
791,4.444444444444445
792,4.27906976744186
793,4.342105263157895
794,4.6571428571428575
795,4.666666666666667
796,3.9642857142857144
797,4.212121212121212
798,3.5405405405405403
799,3.4482758620689653
800,4.397590361445783
801,4.0495049504950495
802,4.533333333333333
803,3.8181818181818183
804,5.0
805,4.8
806,4.071428571428571
807,4.636363636363637
808,4.625
809,4.142857142857143
810,5.0
811,4.62962962962963
812,4.352941176470588
813,3.6153846153846154
814,4.545454545454546
815,4.444444444444445
816,4.348837209302325
817,4.857142857142857
818,3.982905982905983
819,4.0
820,4.64
821,4.054054054054054
822,3.625
823,3.7777777777777777
824,3.0625
825,4.084
826,4.185185185185185
827,4.461538461538462
828,3.4210526315789473
829,3.8461538461538463
830,5.0
831,4.6
832,4.656716417910448
833,4.466666666666667
834,4.392857142857143
835,4.75
836,4.1395348837209305
837,4.209876543209877
838,4.279569892473118
839,4.061538461538461
840,4.2
841,4.709677419354839
842,4.5
843,3.769230769230769
844,4.304347826086956
845,4.25
846,4.184615384615385
847,3.7333333333333334
848,4.428571428571429
849,4.48
850,3.7567567567567566
851,4.363636363636363
852,4.375
853,4.508928571428571
854,4.451612903225806
855,4.431818181818182
856,4.166666666666667
857,3.7567567567567566
858,3.8433734939759034
859,4.857142857142857
860,4.016806722689076
861,4.485714285714286
862,4.4
863,5.0
864,4.166666666666667
865,4.483870967741935
866,4.74
867,4.075
868,4.285714285714286
869,4.9
870,5.0
871,4.4
872,3.8923076923076922
873,4.6875
874,4.571428571428571
875,4.342105263157895
876,3.870967741935484
877,4.315789473684211
878,3.988095238095238
879,4.636363636363637
880,4.538461538461538
881,4.782608695652174
882,4.277777777777778
883,3.918918918918919
884,4.089285714285714
885,4.148148148148148
886,4.166666666666667
887,3.875
888,3.9814814814814814
889,3.5806451612903225
890,3.977777777777778
891,4.1
892,4.172413793103448
893,3.8974358974358974
894,4.3076923076923075
895,4.444444444444445
896,3.8
897,4.516393442622951
898,4.363636363636363
899,3.888888888888889
900,4.625
901,4.617021276595745
902,4.833333333333333
903,4.640710382513661
904,4.423728813559322
905,4.444444444444445
906,4.472972972972973
907,4.551724137931035
908,4.583333333333333
909,3.2222222222222223
910,3.712121212121212
911,4.07563025210084
912,3.2857142857142856
913,4.41320293398533
914,4.0
915,4.308219178082192
916,3.984126984126984
917,4.009852216748769
918,3.9
919,4.704545454545454
920,4.230769230769231
921,4.2
922,4.150943396226415
923,3.9753086419753085
924,4.157894736842105
925,3.4285714285714284
926,4.363636363636363
927,4.777777777777778
928,4.714285714285714
929,4.6
930,4.527777777777778
931,4.523002421307506
932,3.8146067415730336
933,4.705882352941177
934,4.398230088495575
935,4.3478260869565215
936,4.4605263157894735
937,4.277777777777778
938,4.4411764705882355
939,4.8
940,4.25
941,4.0
942,4.2
943,4.148936170212766
944,4.133333333333334
945,4.241379310344827
946,4.7272727272727275
947,3.95
948,4.379310344827586
949,4.15625
950,4.444444444444445
951,4.3125
952,4.647058823529412
953,4.127208480565371
954,4.379746835443038
955,4.076923076923077
956,3.92
957,4.8
958,4.0625
959,4.571428571428571
960,4.392156862745098
961,4.108108108108108
962,3.9444444444444446
963,4.2272727272727275
964,3.9375
965,4.2727272727272725
966,4.326086956521739
967,3.9145299145299144
968,4.328947368421052
969,4.714285714285714
970,4.2272727272727275
971,3.710526315789474
972,4.496551724137931
973,4.526315789473684
974,4.2727272727272725
975,4.191964285714286
976,4.044776119402985
977,4.364963503649635
978,4.258064516129032
979,4.777777777777778
980,4.473684210526316
981,4.15
982,4.4
983,4.428571428571429
984,4.15
985,3.955056179775281
986,4.7
987,4.2727272727272725
988,4.041666666666667
989,4.222222222222222
990,4.340909090909091
991,4.2105263157894735
992,3.625
993,4.6
994,4.319148936170213
995,3.5454545454545454
996,4.771428571428571
997,4.733333333333333
998,4.714285714285714
999,3.9285714285714284
1000,4.458333333333333
1001,4.724137931034483
1002,4.545454545454546
1003,4.417624521072797
1004,4.604651162790698
1005,4.346153846153846
1006,4.214285714285714
1007,4.571428571428571
1008,3.8823529411764706
1009,4.078947368421052
1010,4.4
1011,3.769230769230769
1012,4.402298850574713
1013,4.184
1014,4.617647058823529
1015,4.40625
1016,3.8
1017,4.363636363636363
1018,4.7631578947368425
1019,4.0
1020,4.0
1021,4.526315789473684
1022,4.252840909090909
1023,3.8333333333333335
1024,4.222222222222222
1025,4.277777777777778
1026,4.3
1027,3.9473684210526314
1028,4.756756756756757
1029,4.324324324324325
1030,4.587112171837709
1031,3.3666666666666667
1032,4.46875
1033,4.612244897959184
1034,4.214285714285714
1035,4.106060606060606
1036,4.368421052631579
1037,3.891891891891892
1038,4.4655172413793105
1039,4.625
1040,4.909090909090909
1041,4.225806451612903
1042,4.620253164556962
1043,4.285714285714286
1044,4.485714285714286
1045,4.833333333333333
1046,3.75
1047,4.457142857142857
1048,4.333333333333333
1049,4.716666666666667
1050,4.555555555555555
1051,4.315436241610739
1052,4.405405405405405
1053,4.125
1054,4.568181818181818
1055,4.197183098591549
1056,4.535014005602241
1057,4.125
1058,4.371428571428571
1059,4.4324324324324325
1060,4.45945945945946
1061,3.8947368421052633
1062,4.08
1063,3.3333333333333335
1064,4.0
1065,4.285714285714286
1066,3.96
1067,3.7096774193548385
1068,4.176470588235294
1069,4.285714285714286
1070,4.333333333333333
1071,3.4166666666666665
1072,3.9285714285714284
1073,4.416666666666667
1074,4.266666666666667
1075,4.4375
1076,4.666666666666667
1077,4.44
1078,4.1395348837209305
1079,4.340425531914893
1080,4.157894736842105
1081,4.357142857142857
1082,4.256410256410256
1083,4.246835443037975
1084,4.0085470085470085
1085,3.2343234323432344
1086,4.194444444444445
1087,4.2560975609756095
1088,3.9
1089,3.4166666666666665
1090,4.240641711229946
1091,4.347222222222222
1092,4.364705882352941
1093,3.857142857142857
1094,4.555555555555555
1095,4.08
1096,3.877483443708609
1097,4.416666666666667
1098,4.666666666666667
1099,4.074074074074074
1100,4.403225806451613
1101,4.617647058823529
1102,4.125
1103,4.154545454545454
1104,3.8555555555555556
1105,3.9836065573770494
1106,4.3125
1107,4.066666666666666
1108,4.411764705882353
1109,4.0625
1110,4.222222222222222
1111,4.157894736842105
1112,3.619047619047619
1113,4.3088235294117645
1114,4.555555555555555
1115,4.140625
1116,4.375
1117,4.223880597014926
1118,4.387755102040816
1119,4.352941176470588
1120,4.0
1121,3.787159190853122
1122,4.75
1123,3.6666666666666665
1124,4.545454545454546
1125,4.5
1126,3.975609756097561
1127,4.888888888888889
1128,4.0
1129,3.875
1130,4.4
1131,4.6
1132,4.035398230088496
1133,3.671186440677966
1134,4.6875
1135,4.358974358974359
1136,4.5
1137,4.625
1138,4.3076923076923075
1139,3.7083333333333335
1140,4.186046511627907
1141,4.827586206896552
1142,3.945945945945946
1143,4.7894736842105265
1144,4.561538461538461
1145,4.074626865671642
1146,4.4
1147,3.7058823529411766
1148,4.219512195121951
1149,3.75
1150,4.5
1151,4.318181818181818
1152,4.25
1153,4.035087719298246
1154,4.461538461538462
1155,4.142857142857143
1156,4.142857142857143
1157,3.2857142857142856
1158,4.769230769230769
1159,4.610169491525424
1160,4.0
1161,4.619047619047619
1162,3.7537688442211055
1163,3.972972972972973
1164,4.875
1165,3.727272727272727
1166,3.9
1167,4.3076923076923075
1168,4.739130434782608
1169,4.380281690140845
1170,4.315217391304348
1171,4.070422535211268
1172,4.022222222222222
1173,4.147058823529412
1174,4.111111111111111
1175,4.444444444444445
1176,3.9696969696969697
1177,4.0
1178,4.631578947368421
1179,4.107142857142857
1180,4.458823529411765
1181,4.545454545454546
1182,4.606060606060606
1183,4.135135135135135
1184,4.818181818181818
1185,4.5
1186,3.5918367346938775
1187,4.277777777777778
1188,4.173913043478261
1189,4.5
1190,4.241379310344827
1191,4.601769911504425
1192,4.419354838709677
1193,3.8297872340425534
1194,4.538461538461538
1195,4.571428571428571
1196,4.166666666666667
1197,3.888888888888889
1198,4.320610687022901
1199,4.0
1200,4.533333333333333
1201,3.7386363636363638
1202,4.181818181818182
1203,4.261363636363637
1204,4.761904761904762
1205,4.3076923076923075
1206,4.15
1207,3.938775510204082
1208,4.368421052631579
1209,4.333333333333333
1210,4.243589743589744
1211,3.9285714285714284
1212,3.0833333333333335
1213,4.4
1214,4.666666666666667
1215,4.2
1216,4.157894736842105
1217,4.666666666666667
1218,4.571428571428571
1219,4.466666666666667
1220,4.066666666666666
1221,4.0
1222,3.7777777777777777
1223,4.11864406779661
1224,3.8076923076923075
1225,4.105263157894737
1226,3.8507462686567164
1227,4.387096774193548
1228,4.1875
1229,4.470588235294118
1230,4.5875
1231,3.5
1232,3.9393939393939394
1233,4.098853868194842
1234,3.9375
1235,4.75
1236,4.142857142857143
1237,4.457142857142857
1238,3.8333333333333335
1239,4.214285714285714
1240,4.387096774193548
1241,4.4
1242,4.769230769230769
1243,4.75
1244,5.0
1245,4.769230769230769
1246,4.545454545454546
1247,3.8461538461538463
1248,3.5
1249,4.636363636363637
1250,4.555555555555555
1251,4.466666666666667
1252,4.654761904761905
1253,4.294117647058823
1254,3.6285714285714286
1255,4.485714285714286
1256,4.137931034482759
1257,3.8095238095238093
1258,4.555555555555555
1259,4.35
1260,3.888888888888889
1261,4.184375
1262,4.594594594594595
1263,3.7672955974842766
1264,4.568181818181818
1265,4.444444444444445
1266,3.3333333333333335
1267,4.333333333333333
1268,4.166666666666667
1269,4.386363636363637
1270,3.7916666666666665
1271,4.413793103448276
1272,3.9722222222222223
1273,4.140186915887851
1274,4.040322580645161
1275,4.223404255319149
1276,4.254545454545455
1277,4.196969696969697
1278,4.5625
1279,4.004761904761905
1280,4.0
1281,3.9716981132075473
1282,3.676470588235294
1283,4.447058823529412
1284,3.9791666666666665
1285,4.415584415584416
1286,4.634615384615385
1287,4.3164556962025316
1288,3.4965034965034967
1289,4.0
1290,3.6530612244897958
1291,4.25
1292,3.84
1293,4.170212765957447
1294,4.3076923076923075
1295,4.0
1296,4.490196078431373
1297,4.6581196581196584
1298,4.0
1299,4.029850746268656
1300,4.571428571428571
1301,4.5
1302,4.476190476190476
1303,4.538461538461538
1304,4.102564102564102
1305,4.857142857142857
1306,4.543859649122807
1307,4.0
1308,4.6
1309,4.03125
1310,4.733333333333333
1311,4.1875
1312,4.042857142857143
1313,4.095238095238095
1314,3.805084745762712
1315,3.978723404255319
1316,4.459016393442623
1317,4.205882352941177
1318,3.911111111111111
1319,4.851851851851852
1320,4.545454545454546
1321,4.125
1322,4.285714285714286
1323,3.857142857142857
1324,3.8333333333333335
1325,4.288135593220339
1326,4.363636363636363
1327,4.787878787878788
1328,3.76
1329,4.461538461538462
1330,4.318840579710145
1331,3.814814814814815
1332,4.196078431372549
1333,4.153846153846154
1334,4.5
1335,4.271739130434782
1336,4.536082474226804
1337,4.1020408163265305
1338,4.542857142857143
1339,4.127659574468085
1340,4.485714285714286
1341,4.818181818181818
1342,4.037037037037037
1343,4.6
1344,3.6470588235294117
1345,3.754385964912281
1346,4.321428571428571
1347,4.1
1348,4.310344827586207
1349,4.032258064516129
1350,4.238095238095238
1351,4.0
1352,3.9523809523809526
1353,4.238095238095238
1354,4.67515923566879
1355,4.619047619047619
1356,4.666666666666667
1357,4.571428571428571
1358,4.28
1359,4.1
1360,4.202898550724638
1361,4.11864406779661
1362,4.384615384615385
1363,4.0
1364,3.6666666666666665
1365,4.666666666666667
1366,4.0476190476190474
1367,4.333333333333333
1368,4.3
1369,4.454545454545454
1370,4.180952380952381
1371,4.25
1372,4.384615384615385
1373,3.75
1374,3.9215686274509802
1375,4.4491525423728815
1376,4.714285714285714
1377,4.5
1378,4.571428571428571
1379,4.365019011406844
1380,4.2894736842105265
1381,4.27906976744186
1382,4.032258064516129
1383,4.5
1384,3.3333333333333335
1385,3.8666666666666667
1386,3.888412017167382
1387,4.5
1388,4.352941176470588
1389,3.2857142857142856
1390,4.4
1391,4.75
1392,4.576923076923077
1393,4.6
1394,4.340909090909091
1395,4.428571428571429
1396,4.25
1397,4.538461538461538
1398,4.351851851851852
1399,4.136363636363637
1400,2.8947368421052633
1401,4.237288135593221
1402,3.9430379746835444
1403,4.376923076923077
1404,4.166666666666667
1405,4.875
1406,4.590909090909091
1407,5.0
1408,3.9613526570048307
1409,3.5357142857142856
1410,3.897727272727273
1411,4.5
1412,4.181818181818182
1413,3.74468085106383
1414,4.125
1415,4.529411764705882
1416,4.333333333333333
1417,4.260869565217392
1418,4.333333333333333
1419,3.888888888888889
1420,4.3125
1421,4.444444444444445
1422,3.8947368421052633
1423,4.0
1424,4.538461538461538
1425,4.2727272727272725
1426,4.21875
1427,3.72972972972973
1428,3.903225806451613
1429,4.185185185185185
1430,4.075757575757576
1431,4.175
1432,4.205882352941177
1433,4.5
1434,4.0
1435,4.8
1436,4.015873015873016
1437,4.576923076923077
1438,4.607142857142857
1439,4.430769230769231
1440,4.321428571428571
1441,3.7
1442,3.6580310880829017
1443,4.235294117647059
1444,3.7948717948717947
1445,4.713754646840148
1446,3.9838709677419355
1447,3.625
